罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町２丁目,2018-09-04,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町２丁目,2018-11-02,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町６丁目,2018-01-14,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2018-01-22,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2018-01-29,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2018-02-07,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2018-02-11,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,越野,2018-10-08,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木,2018-11-24,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木２丁目,2017-04-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木２丁目,2018-01-13,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木２丁目,2018-05-05,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2018-11-25,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2018-11-29,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,大塚,2017-12-23,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,大塚,2018-02-15,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,大塚,2018-11-16,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,鹿島,2017-09-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,松が谷,2012-08-20,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,高嶺交番,132012,東京都,八王子市,片倉町,2018-09-13,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2018-11-15,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2018-11-24,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2018-11-25,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所２丁目,2018-05-25,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所２丁目,2018-11-16,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2014-01-31,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2018-01-27,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2018-01-29,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2018-03-12,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,松木,2018-04-21,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,松木,2018-11-17,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,松木,2018-11-20,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,上柚木３丁目,2018-01-20,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢１丁目,2018-11-22,00,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢１丁目,2018-11-22,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2018-03-30,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2018-09-22,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2018-10-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢４丁目,2018-05-03,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,西片倉２丁目,2017-08-15,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,西片倉３丁目,2018-08-17,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,兵衛２丁目,2016-07-06,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2018-05-01,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2018-07-08,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2018-10-13,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,七国１丁目,2018-05-26,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2018-09-23,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駐在所,132012,東京都,八王子市,東中野,2018-05-27,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駐在所,132012,東京都,八王子市,東中野,2018-06-13,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,堀之内駐在所,132012,東京都,八王子市,堀之内２丁目,2017-05-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,上柚木,2018-07-12,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水,2018-05-22,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水２丁目,2017-03-06,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-03-29,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-04-13,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-05-01,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-05-05,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-05-11,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,小比企駐在所,132012,東京都,八王子市,小比企町,2018-06-03,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駐在所,132012,東京都,八王子市,南大沢３丁目,2012-12-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,南大沢駐在所,132012,東京都,八王子市,南大沢３丁目,2018-03-01,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,南大沢駐在所,132012,東京都,八王子市,南大沢３丁目,2018-08-24,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,上柚木３丁目,2018-09-29,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,南大沢５丁目,2017-12-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,南大沢５丁目,2018-03-18,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,南大沢５丁目,2018-09-30,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,南大沢５丁目,2018-10-01,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,南大沢５丁目,2018-11-10,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2018-03-26,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2018-04-23,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高尾,高尾駅前交番,132012,東京都,八王子市,狭間町,2018-04-07,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
