罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西６丁目,2022/8/30,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区南葛西６丁目,35.6477229,139.8778733, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西７丁目,2021/11/30,不明,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,江戸川区南葛西７丁目,35.6475333,139.881607, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西７丁目,2022/11/19,18,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区南葛西７丁目,35.6475333,139.881607, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,宇喜田駐在所,131237,東京都,江戸川区,宇喜田町,2022/9/3,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,江戸川区宇喜田町,35.6762979,139.8631822, 葛西警察署 宇喜田駐在所,35.680045,139.86198
窃盗,部品ねらい,葛西,東葛西九丁目駐在所,131237,東京都,江戸川区,東葛西９丁目,2022/5/6,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,江戸川区東葛西９丁目,35.6543988,139.8843764, 葛西警察署 東葛西九丁目駐在所,35.6562804,139.88210985
窃盗,部品ねらい,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西３丁目,2022/7/17,16,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区東葛西３丁目,35.6682279,139.8842455, 葛西警察署 東葛西五丁目交番,35.66589895,139.8827055
窃盗,部品ねらい,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川５丁目,2022/5/25,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区江戸川５丁目,35.6752782,139.882797, 葛西警察署 江戸川六丁目交番,35.6774626,139.8792341
窃盗,部品ねらい,葛西,江戸川六丁目交番,131237,東京都,江戸川区,西瑞江５丁目,2022/12/4,19,一戸建住宅,その他,その他,江戸川区西瑞江５丁目,35.6795066,139.8804452, 葛西警察署 江戸川六丁目交番,35.6774626,139.8792341
窃盗,部品ねらい,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2022/9/17,18,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西葛西８丁目,35.6562556,139.8614918, 葛西警察署 清新町交番,35.6573992,139.85536812759563
窃盗,部品ねらい,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2022/9/19,14,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西葛西８丁目,35.6562556,139.8614918, 葛西警察署 清新町交番,35.6573992,139.85536812759563
窃盗,部品ねらい,葛西,清新町交番,131237,東京都,江戸川区,清新町１丁目,2022/6/9,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区清新町１丁目,35.6613584,139.8518492, 葛西警察署 清新町交番,35.6573992,139.85536812759563
窃盗,部品ねらい,葛西,清新町交番,131237,東京都,江戸川区,清新町１丁目,2022/8/9,13,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区清新町１丁目,35.6613584,139.8518492, 葛西警察署 清新町交番,35.6573992,139.85536812759563
窃盗,部品ねらい,葛西,清新町交番,131237,東京都,江戸川区,清新町１丁目,2022/10/28,18,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区清新町１丁目,35.6613584,139.8518492, 葛西警察署 清新町交番,35.6573992,139.85536812759563
窃盗,部品ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,二之江町,2022/3/21,14,駐車（輪）場,駐車（輪）場,その他,江戸川区二之江町,35.681814,139.873167, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,部品ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/1/25,7,その他,駐車（輪）場,その他,江戸川区船堀１丁目,35.6864742,139.8599261, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,部品ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/6/24,14,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区船堀１丁目,35.6864742,139.8599261, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,部品ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/8/6,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区船堀１丁目,35.6864742,139.8599261, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,部品ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2022/11/17,8,その他,駐車（輪）場,その他,江戸川区船堀１丁目,35.6864742,139.8599261, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,部品ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2022/1/21,20,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区北葛西２丁目,35.6755937,139.8551678, 葛西警察署 葛西橋東交番,,
窃盗,部品ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2022/3/5,16,駐車（輪）場,駐車（輪）場,その他,江戸川区北葛西２丁目,35.6755937,139.8551678, 葛西警察署 葛西橋東交番,,
窃盗,部品ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2022/11/12,19,４階建て以上共同住宅,その他,その他,江戸川区北葛西２丁目,35.6755937,139.8551678, 葛西警察署 葛西橋東交番,,
窃盗,部品ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西４丁目,2022/3/26,19,その他,駐車（輪）場,その他,江戸川区北葛西４丁目,35.6715372,139.86352, 葛西警察署 葛西橋東交番,,
窃盗,部品ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西４丁目,2022/11/5,13,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区北葛西４丁目,35.6715372,139.86352, 葛西警察署 葛西橋東交番,,
窃盗,部品ねらい,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西５丁目,2022/9/15,18,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区東葛西５丁目,35.6654597,139.8783186, 葛西警察署 葛西駅前交番,,
窃盗,部品ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西４丁目,2022/9/17,15,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西葛西４丁目,35.6677401,139.863726, 葛西警察署 西葛西駅前交番,,
窃盗,部品ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西５丁目,2022/10/29,21,４階建て以上共同住宅,その他,その他,江戸川区西葛西５丁目,35.6660709,139.8618311, 葛西警察署 西葛西駅前交番,,
窃盗,部品ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2022/11/5,15,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西葛西６丁目,35.6633655,139.8608574, 葛西警察署 西葛西駅前交番,,
窃盗,部品ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西７丁目,2022/8/29,22,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西葛西７丁目,35.6604813,139.8613081, 葛西警察署 西葛西駅前交番,,
窃盗,部品ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西８丁目,2022/7/15,18,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区西葛西８丁目,35.6562556,139.8614918, 葛西警察署 西葛西駅前交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2022/7/21,18,その他,駐車（輪）場,ナンバープレート,八王子市片倉町,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2022/7/30,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,八王子市みなみ野１丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野１丁目,2022/9/30,11,その他,駐車（輪）場,その他,八王子市みなみ野１丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,七国１丁目,2022/2/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,八王子市七国１丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,七国２丁目,2022/7/30,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,八王子市七国２丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,七国２丁目,2022/12/12,18,一戸建住宅,駐車（輪）場,ナンバープレート,八王子市七国２丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,部品ねらい,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2022/7/29,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,八王子市下柚木３丁目,,, 南大沢警察署 下柚木交番,,
窃盗,部品ねらい,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2022/9/24,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,八王子市下柚木３丁目,,, 南大沢警察署 下柚木交番,,
窃盗,部品ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2022/12/22,10,その他,駐車（輪）場,ナンバープレート,八王子市北野町,,, 南大沢警察署 北野駅前交番,,
窃盗,部品ねらい,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢１丁目,2022/10/22,15,その他,駐車（輪）場,その他,八王子市南大沢１丁目,,, 南大沢警察署 南大沢駅前交番,,
窃盗,部品ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,東中野,2022/6/30,11,その他,駐車（輪）場,ナンバープレート,八王子市東中野,,, 南大沢警察署 堀之内駅前交番,,
窃盗,部品ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2022/6/3,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,八王子市別所１丁目,,, 南大沢警察署 堀之内駅前交番,,
窃盗,部品ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2022/4/21,17,その他,その他,タイヤ・ホイール,八王子市堀之内３丁目,,, 南大沢警察署 堀之内駅前交番,,
窃盗,部品ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2022/8/29,6,駐車（輪）場,駐車（輪）場,その他,八王子市堀之内３丁目,,, 南大沢警察署 堀之内駅前交番,,
窃盗,部品ねらい,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2022/5/6,23,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,町田市相原町,35.6054106,139.3299887, 南大沢警察署 大戸駐在所,35.60938285,139.29851545
窃盗,部品ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山町,2022/10/21,18,道路上,その他,ナンバープレート,町田市小山町,35.5956062,139.3770822, 南大沢警察署 小山駐在所,35.5959169,139.3718669
窃盗,部品ねらい,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2022/8/23,17,その他,駐車（輪）場,タイヤ・ホイール,町田市相原町,35.6054106,139.3299887, 南大沢警察署 相原駅前交番,35.607092800000004,139.33191845816327
窃盗,部品ねらい,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2022/11/17,20,その他,駐車（輪）場,ナンバープレート,八王子市椚田町,,, 高尾警察署 めじろ台交番,,
窃盗,部品ねらい,高尾,めじろ台交番,132012,東京都,八王子市,めじろ台２丁目,2022/6/1,18,駐車（輪）場,駐車（輪）場,ナンバープレート,八王子市めじろ台２丁目,,, 高尾警察署 めじろ台交番,,
窃盗,部品ねらい,高尾,めじろ台交番,132012,東京都,八王子市,めじろ台２丁目,2022/11/20,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,八王子市めじろ台２丁目,,, 高尾警察署 めじろ台交番,,
窃盗,部品ねらい,高尾,めじろ台交番,132012,東京都,八王子市,山田町,2022/11/17,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,八王子市山田町,,, 高尾警察署 めじろ台交番,,
窃盗,部品ねらい,高尾,並木町交番,132012,東京都,八王子市,高尾町,2022/11/17,12,その他,駐車（輪）場,その他,八王子市高尾町,,, 高尾警察署 並木町交番,,
窃盗,部品ねらい,高尾,並木町交番,132012,東京都,八王子市,山田町,2022/5/30,19,駐車（輪）場,駐車（輪）場,ナンバープレート,八王子市山田町,,, 高尾警察署 並木町交番,,
窃盗,部品ねらい,高尾,元八王子交番,132012,東京都,八王子市,横川町,2022/9/15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,八王子市横川町,,, 高尾警察署 元八王子交番,35.66586985,139.2889428639305
窃盗,部品ねらい,高尾,寺田団地駐在所,132012,東京都,八王子市,寺田町,2022/5/10,7,一戸建住宅,駐車（輪）場,タイヤ・ホイール,八王子市寺田町,,, 高尾警察署 寺田団地駐在所,35.6231918,139.3070942
窃盗,部品ねらい,高尾,西寺方駐在所,132012,東京都,八王子市,大楽寺町,2022/3/27,8,その他,駐車（輪）場,その他,八王子市大楽寺町,,, 高尾警察署 西寺方駐在所,35.685000599999995,139.26704367433257
窃盗,部品ねらい,高尾,諏訪交番,132012,東京都,八王子市,泉町,2022/12/7,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,八王子市泉町,,, 高尾警察署 諏訪交番,35.67533355,139.29081936367348
窃盗,部品ねらい,高尾,諏訪交番,132012,東京都,八王子市,諏訪町,2022/11/28,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,八王子市諏訪町,,, 高尾警察署 諏訪交番,35.67533355,139.29081936367348
窃盗,部品ねらい,高尾,諏訪交番,132012,東京都,八王子市,四谷町,2022/9/25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,八王子市四谷町,,, 高尾警察署 諏訪交番,35.67533355,139.29081936367348
窃盗,部品ねらい,高尾,長房町交番,132012,東京都,八王子市,長房町,2022/3/19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,八王子市長房町,,, 高尾警察署 長房町交番,35.65535125,139.29572570279308
窃盗,部品ねらい,高尾,館ケ丘駐在所,132012,東京都,八王子市,館町,2021/12/8,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,八王子市館町,,, 高尾警察署 館ケ丘駐在所,35.628121,139.287198
